star.name,num.exoplanets,exoplanet.name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,mass.10.24.kg,radius_multiplier,radius_wrt,radius.km,orbital_radius,orbital_period,eccentricity,detection_method,J2000.hr,J2K.m,J2K.s,Equatorial.Angle.sign,EA.degree,EA.m,EA.s,Error,sign,declination.radians,right.ascension.radians,x.pos,y.pos,z.pos
HD 97658,1,HD 97658 b,70,7.76,Super Earth,2010,8.3,Earth,49.56926,2.12,Earth,13506.52,0.0805,0.026009582,0.05,Radial Velocity,11,14,33.16,+,25,42,37.3,0.001,1,0.622304417003795,2.94329125286028,-55.7629624381289,11.2051348867911,40.8036392040298
HD 98219,1,HD 98219 b,371,8.05,Gas Giant,2011,1.964,Jupiter,3727.92732,1.2,Jupiter,83893.2,1.26,1.1876796,0.08,Radial Velocity,11,17,47.55,-,23,58,31.4,0.001,-1,-0.656781941935899,2.95742769258092,-288.848999523414,53.8055474284997,-226.522004538725
HD 98649,1,HD 98649 b,138,8,Gas Giant,2012,8.38591,Jupiter,15917.5473483,1.12,Jupiter,78300.32,6.29367,15.6,0.84,Radial Velocity,11,20,51.76,-,23,13,2.4,0.001,-1,-0.458323461573711,2.97082382181049,-121.957652819153,21.0314036846317,-61.0574399880729
HD 98736,1,HD 98736 b,106,7.93,Gas Giant,2018,2.33,Jupiter,4422.6429,1.19,Jupiter,83194.09,1.864,2.7,0.23,Radial Velocity,11,21,49.34,+,18,11,24,0.001,1,0.363901149040818,2.97501115757424,-97.6874024229163,16.4251245335475,37.7277973372508
HD 99109,1,HD 99109 b,179,9.1,Gas Giant,2005,0.44,Jupiter,835.1772,1.28,Jupiter,89486.08,1.11,1.2027378,0.09,Radial Velocity,11,24,17.35,-,1,31,44.6,0.001,-1,-0.155959713076127,2.98577474851539,-174.685185103782,27.4415261752643,-27.803754178702
HD 99283,1,HD 99283 b,362,5.72916,Gas Giant,2021,0.97,Jupiter,1841.1861,1.23,Jupiter,85990.53,1.08,0.84982884,0.2,Radial Velocity,11,25,57.1,+,55,51,1.6,0.001,1,1.18257692350962,2.99302877321899,-135.522363464888,20.2831730635604,335.061609098035
HD 99492,1,HD 99492 b,59,7.56727,Neptune-like,2004,22.2481,Earth,132.87010282,0.448,Jupiter,31320.128,0.12,0.046543464,0.25,Radial Velocity,11,26,46.27,+,3,0,22.7,0.001,1,0.0540106681440079,2.99660451652402,-58.2958172129818,8.51193037715932,3.1850803325836
HD 99706,2,HD 99706 c,478,7.65,Gas Giant,2018,5.69,Jupiter,10800.3597,1.14,Jupiter,79698.54,,3.5,0.41,Radial Velocity,11,28,30.21,+,43,57,59.6,0.001,1,1.00353523107587,3.00416324662619,-254.419297504155,35.1864931782307,403.133640069035
HD 99706,2,HD 99706 b,478,7.65,Gas Giant,2011,1.23,Jupiter,2334.6999,1.22,Jupiter,85291.42,1.98,2.3,0.25,Radial Velocity,11,28,30.21,+,43,57,59.6,0.001,1,1.00353523107587,3.00416324662619,-254.419297504155,35.1864931782307,403.133640069035
HIP 105854,1,HIP 105854 b,257,5.64,Gas Giant,2014,8.2,Jupiter,15564.666,1.12,Jupiter,78300.32,0.81,0.5043121,0.02,Radial Velocity,21,26,22.87,-,37,49,45.9,0.001,-1,-0.862912598801646,5.61289669849482,130.953264808059,-103.809801249772,-195.253086020665
HIP 107772,1,HIP 107772 b,77,10.56,Neptune-like,2020,12.9,Earth,77.04138,0.325,Jupiter,22721.075,0.243,0.15112936,0.18,Radial Velocity,21,49,59.78,-,41,14,42.1,0.001,-1,-0.779733115533683,5.71593730142995,46.1792532971023,-29.4204676218482,-54.1379040029612
HIP 107773,1,HIP 107773 b,343,5.62,Gas Giant,2015,1.98,Jupiter,3758.2974,1.19,Jupiter,83194.09,0.72,0.39507186,0.09,Radial Velocity,21,50,0.12,-,64,42,45.1,0.001,-1,-1.30355005728848,5.71596202692769,76.3933264918306,-48.6669792111367,-330.824099487893
HIP 109384,1,HIP 109384 b,192,9.61,Gas Giant,2016,1.56,Jupiter,2961.0828,1.21,Jupiter,84592.31,1.134,1.3675565,0.55,Radial Velocity,22,9,37.39,+,71,18,51.5,0.001,1,1.32146877094229,5.80157551728166,41.9874014897724,-21.9450791059509,186.063085052275
HIP 109600,1,HIP 109600 b,216,9.18,Gas Giant,2016,2.68,Jupiter,5086.9884,1.18,Jupiter,82494.98,0.706,0.6354552,0.16,Radial Velocity,22,12,6.25,+,29,3,56.9,0.001,1,0.523373337236583,5.81240092196716,166.733281854652,-84.8594157208817,107.957826420726
HIP 114933,1,HIP 114933 b,332,7.25,Gas Giant,2021,1.94,Jupiter,3682.3722,1.2,Jupiter,83893.2,2.84,4.1,0.21,Radial Velocity,23,16,49.7,-,21,12,11.1,0.001,-1,-0.419686235257686,6.09481337545288,297.824718001789,-56.774945174404,-135.281347375011
HIP 116454,1,HIP 116454 b,204,10.19,Super Earth,2014,12.7132,Earth,75.92577304,0.22,Jupiter,15380.42,0.0906,0.024914443,0.2,Transit,23,35,49.28,+,0,26,43.8,0.001,1,0.116631627264521,6.1776859716607,201.487559600987,-21.3360198654994,23.7389465296563
HIP 12961,1,HIP 12961 b,76,10.25,Gas Giant,2010,0.36,Jupiter,683.3268,1.18,Jupiter,82494.98,0.25,0.15715264,0.17,Radial Velocity,2,46,42.88,-,23,5,11.8,0.001,-1,-0.424100463824189,0.727429961174543,51.7346177148133,46.0593205753796,-31.2740838081076
HIP 14810,3,HIP 14810 b,165,8.520001,Gas Giant,2005,3.9,Jupiter,7402.707,1.16,Jupiter,81096.76,0.0696,0.0183436,0.14,Radial Velocity,3,11,14.23,+,21,5,50.4,0.001,1,0.392000949997926,0.834429552629621,102.40843472812,112.977581356947,63.036327679131
HIP 14810,3,HIP 14810 c,165,8.520001,Gas Giant,2006,1.31,Jupiter,2486.5503,1.22,Jupiter,85291.42,0.549,0.40438056,0.16,Radial Velocity,3,11,14.23,+,21,5,50.4,0.001,1,0.392000949997926,0.834429552629621,102.40843472812,112.977581356947,63.036327679131
HIP 14810,3,HIP 14810 d,165,8.520001,Gas Giant,2009,0.59,Jupiter,1119.8967,1.26,Jupiter,88087.86,1.94,2.7,0.19,Radial Velocity,3,11,14.23,+,21,5,50.4,0.001,1,0.392000949997926,0.834429552629621,102.40843472812,112.977581356947,63.036327679131
HIP 19976,2,HIP 19976 c,131,10.48,Gas Giant,2022,29.89588,Jupiter,56746.2667044,1.06,Jupiter,74105.66,11.460432,46.9,0.41,Radial Velocity,4,17,2.01,-,40,47,55.9,0.001,-1,-0.907273050623169,1.12152021573121,35.0414757427088,72.6756442245413,-103.20535700399
HIP 19976,2,HIP 19976 b,131,10.48,Neptune-like,2022,20.59095,Earth,122.97327159,0.428,Jupiter,29921.908,0.234337,0.13880904,0.3,Radial Velocity,4,17,2.01,-,40,47,55.9,0.001,-1,-0.907273050623169,1.12152021573121,35.0414757427088,72.6756442245413,-103.20535700399
HIP 21152,1,HIP 21152 b,142,6.37009,Gas Giant,2022,24,Jupiter,45555.12,1.07,Jupiter,74804.77,17,60.3,0.36,Direct Imaging,4,32,4.78,+,5,24,35.7,,1,0.194582394981718,1.1871715027655,52.145377198276,129.193618013371,27.4566695260865
HIP 34222,1,HIP 34222 b,74,10.14,Gas Giant,2021,0.83,Jupiter,1575.4479,1.24,Jupiter,86689.64,0.492,0.4380561,0.31,Radial Velocity,7,5,42.24,+,27,28,14.9,0.001,1,0.594495504255352,1.85748410972749,-17.3353194559614,58.8018336503886,41.4467255487306
HIP 35173,1,HIP 35173 b,108,9.01,Neptune-like,2019,12.7,Earth,75.84694,0.322,Jupiter,22511.342,0.217,0.11362081,0.16,Radial Velocity,7,16,10.67,-,3,39,57.2,0.001,-1,-0.226689181013197,1.90318482897044,-34.3389859545717,99.4768397051069,-24.2732858487722
HIP 35965,1,HIP 35965 b,164,10.18,Gas Giant,2022,8.01555,Jupiter,15214.5559215,1.12,Jupiter,78300.32,16.015432,71.6,0.14,Radial Velocity,7,24,48.3,-,51,19,38.7,0.001,-1,-0.97583540140568,1.94082794483334,-33.2417233932244,85.6967339453888,-135.819945578481
HIP 38594,2,HIP 38594 b,58,9.75,Neptune-like,2020,8.1,Earth,48.37482,0.247,Jupiter,17268.017,0.256,0.16618754,0.17,Radial Velocity,7,54,10.88,-,25,18,11.4,0.001,-1,-0.515701160733025,2.06900637954085,-24.1110456362991,44.3233551261981,-28.6024066938646
HIP 38594,2,HIP 38594 c,58,9.75,Gas Giant,2020,0.15228,Jupiter,289.0472364,0.708,Jupiter,49496.988,3.805,9.5,0.16,Radial Velocity,7,54,10.88,-,25,18,11.4,0.001,-1,-0.515701160733025,2.06900637954085,-24.1110456362991,44.3233551261981,-28.6024066938646
HIP 41378,5,HIP 41378 c,347,8.93,Neptune-like,2016,7.08,Earth,42.283176,0.228,Jupiter,15939.708,,0.08678987,0,Transit,8,26,27.84,+,10,4,49.3,0.001,1,0.195571414891181,2.20986608570514,-203.022345793779,273.210395031363,67.4314997252599
HIP 41378,5,HIP 41378 d,347,8.93,Neptune-like,2016,14.9,Earth,88.98578,0.353,Jupiter,24678.583,,3.1,0,Transit,8,26,27.84,+,10,4,49.3,0.001,1,0.195571414891181,2.20986608570514,-203.022345793779,273.210395031363,67.4314997252599
HIP 41378,5,HIP 41378 e,347,8.93,Neptune-like,2016,26,Earth,155.2772,0.492,Jupiter,34396.212,,0.35865846,0,Transit,8,26,27.84,+,10,4,49.3,0.001,1,0.195571414891181,2.20986608570514,-203.022345793779,273.210395031363,67.4314997252599
HIP 41378,5,HIP 41378 b,347,8.93,Neptune-like,2016,6.83,Earth,40.790126,0.224,Jupiter,15660.064,,0.042710472,0,Transit,8,26,27.84,+,10,4,49.3,0.001,1,0.195571414891181,2.20986608570514,-203.022345793779,273.210395031363,67.4314997252599
HIP 41378,5,HIP 41378 f,347,8.93,Gas Giant,2016,0.233,Jupiter,442.26429,0.91,Jupiter,63619.01,,3,0,Transit,8,26,27.84,+,10,4,49.3,0.001,1,0.195571414891181,2.20986608570514,-203.022345793779,273.210395031363,67.4314997252599
HIP 4845,1,HIP 4845 b,69,10.06,Neptune-like,2020,14.4,Earth,85.99968,0.347,Jupiter,24259.117,0.176,0.0936345,0.25,Radial Velocity,1,2,21.13,-,10,25,25.8,0.001,-1,-0.285492232394972,0.272062651021398,63.771911873746,17.7910909927608,-19.432455770038
HIP 48714,1,HIP 48714 b,34,8.99,Neptune-like,2020,22.9,Earth,136.76338,0.456,Jupiter,31879.416,0.112,0.04873374,0.5,Radial Velocity,9,56,8.67,+,62,47,18.4,0.001,1,1.28851840910568,2.60117108566383,-8.12087718013033,4.87254914410501,32.6543966207235
HIP 5158,2,HIP 5158 b,168,10.16,Gas Giant,2009,1.42,Jupiter,2695.3446,1.21,Jupiter,84592.31,0.89,0.946475,0.52,Radial Velocity,1,6,2.04,-,22,27,11.3,0.001,-1,-0.50260391913785,0.288127679565484,141.154728703061,41.8347146365266,-80.9271228701821
HIP 5158,2,HIP 5158 c,168,10.16,Gas Giant,2011,15.04,Jupiter,28547.8752,1.09,Jupiter,76202.99,7.7,24.7,0.14,Radial Velocity,1,6,2.04,-,22,27,11.3,0.001,-1,-0.50260391913785,0.288127679565484,141.154728703061,41.8347146365266,-80.9271228701821
HIP 54373,2,HIP 54373 c,61,10.38,Neptune-like,2019,12.44,Earth,74.294168,0.318,Jupiter,22231.698,0.099,0.041341547,0.2,Radial Velocity,11,7,27.7,-,19,17,29.3,0.001,-1,-0.407919807217158,2.91235092854555,-54.529947766609,12.7242174950329,-24.1987414075607
HIP 54373,2,HIP 54373 b,61,10.38,Neptune-like,2019,8.62,Earth,51.480364,0.256,Jupiter,17897.216,0.063,0.021355236,0.2,Radial Velocity,11,7,27.7,-,19,17,29.3,0.001,-1,-0.407919807217158,2.91235092854555,-54.529947766609,12.7242174950329,-24.1987414075607
HIP 55507,1,HIP 55507 b,83,9.8,Gas Giant,2022,8.25957,Jupiter,15677.7376041,1.12,Jupiter,78300.32,5.055931,14.1,0.36,Radial Velocity,11,22,5.75,+,46,54,30.1,0.001,1,1.04065983870684,2.97620452645029,-41.3963539665139,6.90958042303714,71.6072592455309
HIP 56640,1,HIP 56640 b,399,7.94,Gas Giant,2021,6.76984,Jupiter,12850.0363992,1.13,Jupiter,78999.43,4.550828,7.3,0.12,Radial Velocity,11,36,48.18,-,37,2,20.6,0.001,-1,-0.655996543772502,3.04037664694351,-314.565533284709,31.9482415303016,-243.369749830229
HIP 57274,3,HIP 57274 c,84,8.97,Gas Giant,2011,0.40902,Jupiter,776.3731326,1.27,Jupiter,88786.97,0.178,0.08761123,0.05,Radial Velocity,11,44,40.96,+,30,57,33.4,0.001,1,0.77473711054985,3.07475817876676,-59.8928010101522,4.0088746894542,58.7603719430244
HIP 57274,3,HIP 57274 d,84,8.97,Gas Giant,2011,0.5267,Jupiter,999.745071,1.27,Jupiter,88786.97,1.01,1.1819302,0.27,Radial Velocity,11,44,40.96,+,30,57,33.4,0.001,1,0.77473711054985,3.07475817876676,-59.8928010101522,4.0088746894542,58.7603719430244
HIP 57274,3,HIP 57274 b,84,8.97,Neptune-like,2011,6.3566,Earth,37.96288652,0.214,Jupiter,14960.954,0.07,0.022176592,0.19,Radial Velocity,11,44,40.96,+,30,57,33.4,0.001,1,0.77473711054985,3.07475817876676,-59.8928010101522,4.0088746894542,58.7603719430244
HIP 5763,1,HIP 5763 b,104,9.82,Gas Giant,2021,0.51,Jupiter,968.0463,1.27,Jupiter,88786.97,0.17,0.08213552,0.05,Radial Velocity,1,13,58.86,+,16,29,40.2,0.001,1,0.408712477585772,0.322803008479481,90.5046982315713,30.2741055241051,41.332531167684
HIP 63242,1,HIP 63242 b,510,6.86,Gas Giant,2013,9.18,Jupiter,17424.8334,1.12,Jupiter,78300.32,0.565,0.34113622,0.23,Radial Velocity,12,57,31.96,-,65,38,47.2,0.001,-1,-1.30370277359803,3.39262626878622,-130.384875140278,-33.4363170456242,-491.916453309989
HIP 65 A,1,HIP 65 A b,202,11,Gas Giant,2020,3.213,Jupiter,6098.69169,2.03,Jupiter,141919.33,0.01782,0.0027378509,0,Transit,0,0,44.9,-,54,49,49.8,0.001,-1,-1.15990218764413,0.00326522014227273,80.6842687217556,0.263452835677233,-185.186336897296
HIP 65407,2,HIP 65407 c,202,9.38,Gas Giant,2016,0.784,Jupiter,1488.13392,1.24,Jupiter,86689.64,0.316,0.18425737,0.12,Radial Velocity,13,24,21.03,+,48,53,6.3,0.001,1,1.06947231577518,3.50964114126566,-90.5773537414632,-34.9284177076619,177.143299691614
HIP 65407,2,HIP 65407 b,202,9.38,Gas Giant,2016,0.428,Jupiter,812.39964,1.28,Jupiter,89486.08,0.177,0.07693361,0.14,Radial Velocity,13,24,21.03,+,48,53,6.3,0.001,1,1.06947231577518,3.50964114126566,-90.5773537414632,-34.9284177076619,177.143299691614
HIP 65426,1,HIP 65426 b,355,7.01,Gas Giant,2017,9,Jupiter,17083.17,1.5,Jupiter,104866.5,92,630.7,0,Direct Imaging,13,24,36.13,-,51,30,16.7,,-1,-1.02223207068786,3.51073924425338,-172.648807572691,-66.7946627787677,-302.912301282069
HIP 65891,1,HIP 65891 b,490,6.75,Gas Giant,2015,6.08401,Jupiter,11548.2419013,1.14,Jupiter,79698.54,2.79266,3,0.13,Radial Velocity,13,30,25.27,-,58,39,51.6,,-1,-1.18621302611795,3.53612942154676,-169.711570795978,-70.6624992593295,-454.207875246992
HIP 67522,1,HIP 67522 b,415,9.79,Gas Giant,2020,0.228,Jupiter,432.77364,0.898,Jupiter,62780.078,,0.019164955,0.06,Transit,13,50,6.27,-,40,50,8.8,0.001,-1,-0.916937811356087,3.62201416515532,-223.850754590558,-116.659086086576,-329.403244220033
HIP 67537,1,HIP 67537 b,379,6.43,Gas Giant,2017,13.5584,Jupiter,25735.605792,1.1,Jupiter,76902.1,4.818835,6.9,0.59,Radial Velocity,13,50,19.39,-,39,54,3,0.001,-1,-0.916516023453522,3.62296827847974,-204.44308050857,-106.793003384787,-300.731244236815
HIP 67851,2,HIP 67851 c,209,6.17,Gas Giant,2015,7.64758,Jupiter,14516.1010254,1.13,Jupiter,78999.43,6.032077,10.7,0.36,Radial Velocity,13,53,52.06,-,35,18,51.6,0.001,-1,-0.693157512429548,3.63843407731398,-141.331303591377,-76.6310056992666,-133.544567806711
HIP 67851,2,HIP 67851 b,209,6.17,Gas Giant,2015,1.56675,Jupiter,2973.8951775,1.21,Jupiter,84592.31,0.482387,0.24339494,0.06,Radial Velocity,13,53,52.06,-,35,18,51.6,0.001,-1,-0.693157512429548,3.63843407731398,-141.331303591377,-76.6310056992666,-133.544567806711
HIP 70849,1,HIP 70849 b,78,10.421,Gas Giant,2009,9,Jupiter,17083.17,1.12,Jupiter,78300.32,20.25,47.5,0.72,Radial Velocity,14,29,18.56,-,46,27,49.7,0.001,-1,-0.92427546641968,3.79307752124589,-37.3642938773524,-28.4921436870844,-62.2583913313008
HIP 71135,1,HIP 71135 b,105,10.53,Neptune-like,2019,18.8,Earth,112.27736,0.406,Jupiter,28383.866,0.335,0.23874058,0.21,Radial Velocity,14,32,52.22,-,52,38,46.5,0.001,-1,-1.07675906540225,3.80861531491177,-39.1178501323983,-30.8021560239894,-92.4446914933088
HIP 74890,1,HIP 74890 b,257,7.05,Gas Giant,2016,2.4,Jupiter,4555.512,1.18,Jupiter,82494.98,2.1,2.3,0.07,Radial Velocity,15,18,17.33,-,41,25,14,0.001,-1,-0.825686180297651,4.00679090649103,-113.005446868413,-132.650534185193,-188.898397977466
HIP 75056 A,1,HIP 75056 A b,408,7.78,Gas Giant,2021,25,Jupiter,47453.25,2,Jupiter,139822,30,128.8,0.5,Direct Imaging,15,20,13.39,-,34,55,31.5,,-1,-0.835685462470535,4.01523102786547,-175.683778775859,-209.786296710916,-302.636613097878
HIP 75092,1,HIP 75092 b,266,7.11,Gas Giant,2021,1.79,Jupiter,3397.6527,1.2,Jupiter,83893.2,2.02,2.5,0.42,Radial Velocity,15,20,41.41,-,25,59,25.3,0.001,-1,-0.695608245587557,4.01726869976717,-130.784697106306,-156.819789165891,-170.466761360616
HIP 78530,1,HIP 78530 b,446,7.1691,Gas Giant,2010,23,Jupiter,43656.99,1.07,Jupiter,74804.77,740,12738.7,0,Direct Imaging,16,1,55.65,-,21,58,53,,-1,-0.623446153222808,4.19720051011944,-178.403596357876,-315.094673568001,-260.391058785917
HIP 79098 AB,1,HIP 79098 AB b,476,5.86,Gas Giant,2019,20.5,Jupiter,38911.665,1.08,Jupiter,75503.88,345,3311,0,Direct Imaging,,,,,,,,,,,,,,
HIP 79431,1,HIP 79431 b,47,11.394,Gas Giant,2009,2.1,Jupiter,3986.073,1.19,Jupiter,83194.09,0.36,0.30581793,0.29,Radial Velocity,16,12,41.77,-,18,52,31.8,0.001,-1,-0.543364629377135,4.24418768246521,-18.1554204423572,-35.9011981400912,-24.2998905484604
HIP 8541,1,HIP 8541 b,506,7.88,Gas Giant,2016,8.24857,Jupiter,15656.8581741,1.12,Jupiter,78300.32,3.736626,5.1,0.36,Radial Velocity,1,50,6.33,-,54,27,53.8,0.001,-1,-1.06419996699311,0.480425874888654,217.720643334429,113.465606722738,-442.446920609787
HIP 86221,1,HIP 86221 b,96,9.25,Gas Giant,2021,0.71,Jupiter,1347.6723,1.25,Jupiter,87388.75,0.031,0.006023272,0.09,Radial Velocity,17,37,10.76,+,27,53,47.1,0.003,1,0.705920232584756,4.61281503767633,-7.2626009608288,-72.695547242754,62.2785038224289
HIP 90988,1,HIP 90988 b,307,7.75,Gas Giant,2021,2.09892,Jupiter,3984.0230196,1.19,Jupiter,83194.09,1.359652,1.2476386,0.08,Radial Velocity,18,33,33.38,-,50,12,41.7,0.001,-1,-0.928057013132335,4.85880610577554,26.8464697087243,-182.043939513328,-245.740251384763
HIP 91258,1,HIP 91258 b,150,8.65,Gas Giant,2013,1.09,Jupiter,2068.9617,1.23,Jupiter,85990.53,0.06,0.013963039,0.02,Radial Velocity,18,36,53.15,+,61,42,9,0.001,1,1.24856491364544,4.87333379013683,7.6123312127825,-46.8886784599584,142.279669123124
HIP 94235,1,HIP 94235 b,191,8.31,Neptune-like,2022,1.19247,Jupiter,2263.4630811,0.268,Jupiter,18736.148,0.0787,0.021081451,0.32,Transit,19,10,57.85,-,60,16,19.9,0.001,-1,-1.11845789011448,5.02202857020153,25.4377520828374,-79.5103285952318,-171.790652876256
HIP 948,1,HIP 948 b,114,9.92,Gas Giant,2022,20.17031,Jupiter,38285.8705203,1.08,Jupiter,75503.88,14.91853,68.4,0.23,Radial Velocity,0,11,41.64,-,39,13,47.8,0.001,-1,-0.74087772306116,0.0510247006820542,84.0084361546316,4.29022918856485,-76.9426837871072
HIP 97166,2,HIP 97166 b,215,9.92,Neptune-like,2021,20,Earth,119.444,0.244,Jupiter,17058.284,0.089,0.028199865,0.16,Transit,19,44,58.63,+,74,3,45.8,0.001,1,1.30796428585498,5.17043827982173,24.7014848131943,-50.1022391798915,207.616478818962
HIP 97166,2,HIP 97166 c,215,9.92,Neptune-like,2021,9.9,Earth,59.12478,0.278,Jupiter,19435.258,0.124,0.04599589,0.25,Radial Velocity,19,44,58.63,+,74,3,45.8,0.001,1,1.30796428585498,5.17043827982173,24.7014848131943,-50.1022391798915,207.616478818962
HIP 97233,1,HIP 97233 b,334,7.34,Gas Giant,2014,20.13421,Jupiter,38217.3480273,1.08,Jupiter,75503.88,2.490819,2.9,0.63,Radial Velocity,19,45,41.27,-,0,41,47.9,0.001,-1,-0.182379634628191,5.17353914812611,146.157867064602,-294.150003339952,-60.5776644501304
HN Pegasi,1,HN Pegasi b,59,5.97707,Gas Giant,2006,21.9987,Jupiter,41756.392431,1.051,Jupiter,73476.461,773,20692.2,0,Direct Imaging,21,44,31.32,+,14,46,18.9,0.001,1,0.4464334060445,5.69205101617537,44.1870312928235,-29.6583218847656,25.4733234680258
HR 2562,1,HR 2562 b,111,6.11,Gas Giant,2016,30,Jupiter,56943.9,1.11,Jupiter,77601.21,20.3,80.3,0,Direct Imaging,6,50,1.01,-,60,14,56.9,0.001,-1,-1.11242195978467,1.78903593256688,-10.634275382869,47.9514486090184,-99.5418040994736
HR 5183,1,HR 5183 b,103,6.33432,Gas Giant,2019,3.23,Jupiter,6130.9599,1.17,Jupiter,81795.87,18,74,0.84,Radial Velocity,13,46,57.12,+,6,21,1.3,0.001,1,0.196444079517178,3.60825878898804,-90.2173462850212,-45.4495930173478,20.1038534576338
HR 810,1,HR 810 b,56,5.4,Gas Giant,1999,2.27,Jupiter,4308.7551,1.19,Jupiter,83194.09,0.92,0.82902116,0.14,Radial Velocity,2,42,33.46,-,50,48,1,0.001,-1,-1.08217685828865,0.709291626923192,19.9470485436288,17.1205059429698,-49.44697696174
HR 858,3,HR 858 b,104,6.38,Super Earth,2019,5,Earth,29.861,2.085,Earth,13283.535,0.048,0.009856262,0.3,Transit,2,51,56.24,-,30,48,52.2,0.001,-1,-0.736834376960706,0.750218143441416,56.3449326201463,52.5137029643607,-69.8824696830476
HR 858,3,HR 858 c,104,6.38,Super Earth,2019,4.42,Earth,26.397124,1.939,Earth,12353.369,0.0674,0.016427105,0.19,Transit,2,51,56.24,-,30,48,52.2,0.001,-1,-0.736834376960706,0.750218143441416,56.3449326201463,52.5137029643607,-69.8824696830476
HR 858,3,HR 858 d,104,6.38,Neptune-like,2019,5.32,Earth,31.772104,2.164,Earth,13786.844,0.1027,0.030663928,0.28,Transit,2,51,56.24,-,30,48,52.2,0.001,-1,-0.736834376960706,0.750218143441416,56.3449326201463,52.5137029643607,-69.8824696830476
HR 8799,4,HR 8799 c,135,5.98,Gas Giant,2008,10,Jupiter,18981.3,1.2,Jupiter,83893.2,38,189,0.5,Direct Imaging,23,7,28.71,+,21,8,3.3,0.001,1,0.401665710730845,6.05401703140804,121.006916576312,-28.2268249378497,52.7785230431998
HR 8799,4,HR 8799 d,135,5.98,Gas Giant,2008,10,Jupiter,18981.3,1.2,Jupiter,83893.2,24,101.4,0.6,Direct Imaging,23,7,28.71,+,21,8,3.3,0.001,1,0.401665710730845,6.05401703140804,121.006916576312,-28.2268249378497,52.7785230431998
HR 8799,4,HR 8799 e,135,5.98,Gas Giant,2010,10,Jupiter,18981.3,1.17,Jupiter,81795.87,16.4,57,0.15,Direct Imaging,23,7,28.71,+,21,8,3.3,0.001,1,0.401665710730845,6.05401703140804,121.006916576312,-28.2268249378497,52.7785230431998
HR 8799,4,HR 8799 b,135,5.98,Gas Giant,2008,7,Jupiter,13286.91,1.2,Jupiter,83893.2,68,465.8,0,Direct Imaging,23,7,28.71,+,21,8,3.3,0.001,1,0.401665710730845,6.05401703140804,121.006916576312,-28.2268249378497,52.7785230431998
HU Aquarii AB,2,HU Aquarii AB c,627,16.183,Gas Giant,2011,4.5,Jupiter,8541.585,1.15,Jupiter,80397.65,5.4,12,0.51,Eclipse Timing Variations,,,,,,,,,,,,,,
HU Aquarii AB,2,HU Aquarii AB b,627,16.183,Gas Giant,2011,5.9,Jupiter,11198.967,1.14,Jupiter,79698.54,3.6,6.5,0,Eclipse Timing Variations,,,,,,,,,,,,,,
IC 4651 9122,1,IC 4651 9122 b,2803,10.909,Gas Giant,2018,6.3,Jupiter,11958.219,1.14,Jupiter,79698.54,2.038,2,0.18,Radial Velocity,,,,,,,,,,,,,,
Iota Draconis,2,Iota Draconis b,102,3.29668,Gas Giant,2002,11.82,Jupiter,22435.8966,1.1,Jupiter,76902.1,1.453,1.4,0.7,Radial Velocity,15,24,55.77,+,58,57,57.8,0.001,1,1.26520371918112,4.03576628095622,-19.2154219368457,-23.9268379286934,97.2742205649731
Iota Draconis,2,Iota Draconis c,102,3.29668,Gas Giant,2022,15.6,Jupiter,29610.828,1.09,Jupiter,76202.99,19.4,68.5,0.46,Radial Velocity,15,24,55.77,+,58,57,57.8,0.001,1,1.26520371918112,4.03576628095622,-19.2154219368457,-23.9268379286934,97.2742205649731
K2-10,1,K2-10 b,888,12.429,Neptune-like,2015,27,Earth,161.2494,0.343,Jupiter,23979.473,0.137,0.05284052,0.31,Transit,11,28,29.27,+,1,41,26.2,0.001,1,0.198254858616123,3.00409488789716,-862.388951371884,119.329503519457,174.899302861684
K2-100,1,K2-100 b,616,10.651,Neptune-like,2016,21.8,Earth,130.19396,0.346,Jupiter,24189.206,0.0301,0.0046543465,0,Transit,8,38,24.3,+,20,6,21.8,0.001,1,0.376831129916009,2.2619685272003,-365.112440948644,441.325521610401,226.673089359611
K2-101,1,K2-101 b,614,12.892,Super Earth,2016,4.66,Earth,27.830452,2,Earth,12742,0.1124,0.040246405,0.1,Transit,8,41,22.57,+,18,56,1.9,0.001,1,0.558643532537302,2.27493268744001,-337.060478635254,396.829304116471,325.442371452475
K2-102,1,K2-102 b,614,13.083,Super Earth,2016,2.24,Earth,13.377728,1.3,Earth,8282.3,,0.027104722,0.1,Transit,8,40,13.45,+,19,46,43.7,0.001,1,0.535503375537944,2.26990613919427,-339.817748882212,404.175508655816,313.308243982564
K2-104,1,K2-104 b,617,15.989,Super Earth,2016,3.86,Earth,23.052692,1.79,Earth,11404.09,0.0242,0.0054757018,0.09,Transit,8,38,32.83,+,19,46,25.5,0.001,1,0.534179834188515,2.26258884630528,-338.762585893629,408.958653518421,314.136483253794
K2-105,1,K2-105 b,646,11.752,Neptune-like,2017,30,Earth,179.166,0.32,Jupiter,22371.52,0.0833,0.022724163,0,Transit,8,21,40.86,+,13,29,51.1,0.001,1,0.357145270394556,2.18899631117442,-350.776468501525,493.221176453515,225.842290644178
